RUC,RazonSocial,Estado,Condicion,Tipo,Actividad_CIIU3_Principal,NroTrab,NroTrab_num,Departamento,Provincia,Distrito
20552159102,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALQUILER MAQUINARIA Y EQUIPO DE OFICINA,26,26,LIMA,LIMA,MIRAFLORES
20552670818,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE CONTABILIDAD,26,26,LIMA,LIMA,MIRAFLORES
20553534411,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,LIMA,LIMA,BARRANCO
20555968672,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,26,26,LIMA,LIMA,PUEBLO LIBRE
20556239453,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20556522520,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TELECOMUNICACIONES,26,26,LIMA,LIMA,SAN BORJA
20556651508,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA PARTES PIEZAS ACCESORIOS,26,26,LIMA,LIMA,LA VICTORIA
20557090259,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,26,26,LIMA,LIMA,LIMA
20557183770,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,MANTENIMIENTO Y REPARACION DE VEHICULOS,26,26,LIMA,LIMA,SAN ISIDRO
20558731355,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,FABRICACION DE PRODUCTOS DE HIERRO Y ACERO,26,26,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20562625551,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,SAN BORJA
20562708171,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,LIMA,LIMA,VILLA EL SALVADOR
20563012839,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE ESPARCIMIENTO,26,26,LIMA,LIMA,LOS OLIVOS
20563105411,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ORGANIZACION DEL TRANSPORTE,26,26,LIMA,LIMA,MIRAFLORES
20563296250,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PREPARACION Y TEJIDO DE FIBRAS TEXTILES,26,26,LIMA,LIMA,LURIGANCHO
20563311402,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,LIMA,LIMA,LIMA
20563606461,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,26,26,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20563817675,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,HOTELES CAMPAMENTOS Y OTROS,26,26,LIMA,LIMA,BARRANCO
20565253353,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,26,26,LIMA,LIMA,SAN ISIDRO
20565388101,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE CALZADO,26,26,LIMA,LIMA,CARABAYLLO
20566041384,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,26,26,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20566273919,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,MIRAFLORES
20566528500,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20568333820,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,CULTIVOS DE CEREALES,26,26,JUNIN,CHANCHAMAYO,PICHANAQUI
20568502109,,ACTIVO,HABIDO,ASOCIACION,ENSEÑANZA PRIMARIA,26,26,JUNIN,CHANCHAMAYO,PICHANAQUI
20568572069,,ACTIVO,HABIDO,COMUNIDAD CAMPESINA NATIVA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,26,26,HUANCAVELICA,HUANCAVELICA,HUANDO
20568912692,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,JUNIN,HUANCAYO,HUANCAN
20571392349,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ALQUILER OTROS TIPOS MAQUINARIA Y EQUIPO NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,ATE
20572115390,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,SAN MARTIN,SAN MARTIN,TARAPOTO
20573133316,,ACTIVO,HABIDO,COMUNIDAD CAMPESINA NATIVA,TRANSPORTE DE CARGA POR CARRETERA,26,26,PASCO,PASCO,HUAYLLAY
20600027612,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,LIMA,LIMA,CHORRILLOS
20600057627,,ACTIVO,HABIDO,SOCIEDAD CIVIL,ACTIVIDADES DE CONTABILIDAD,26,26,LIMA,LIMA,SAN ISIDRO
20600070402,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,26,26,ICA,ICA,PARCONA
20600078551,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ALQUILER OTROS TIPOS MAQUINARIA Y EQUIPO NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,VILLA EL SALVADOR
20600086791,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,26,26,LIMA,LIMA,SAN ISIDRO
20600116755,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,SAN MARTIN,SAN MARTIN,TARAPOTO
20600165845,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES RELACIONADAS CON SALUD HUMANA,26,26,LIMA,LIMA,SAN ISIDRO
20600173490,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,FABRICACION DE ARTICULOS DE HORMIGON CEMENTO Y YESO,26,26,AREQUIPA,AREQUIPA,CERRO COLORADO
20600195833,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE INFORMATICA,26,26,LIMA,LIMA,MIRAFLORES
20600261151,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS TEXTILES CALZADO,26,26,LIMA,LIMA,SAN ISIDRO
20600303296,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE MEDICOS Y ODONTOLOGO,26,26,LIMA,LIMA,SAN ISIDRO
20600355059,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,26,26,LIMA,LIMA,SANTA ANITA
20600362161,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,26,26,LIMA,LIMA,ATE
20600392191,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,26,26,LIMA,LIMA,VILLA EL SALVADOR
20600467949,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,VENTA DE VEHICULOS AUTOMOTORES,26,26,LIMA,LIMA,LIMA
20600524012,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACONDICIONAMINTO DE EDIFICIOS,26,26,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20600565606,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,26,26,LORETO,ALTO AMAZONAS,YURIMAGUAS
20600607830,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA AL POR MENOR,26,26,LIMA,LIMA,SANTA ANITA
20600731387,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CULTIVO DE HORTALIZAS Y LEGUMBRES,26,26,MADRE DE DIOS,TAHUAMANU,IÑAPARI
20600746091,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,26,26,PUNO,SAN ROMAN,JULIACA
20600756959,,ACTIVO,HABIDO,JUNTA DE PROPIETARIOS,ACTIVIDADES OTRAS ASOCIACIONES NO CLASIFICADO PREVIAMENTE,26,26,LIMA,CAÑETE,ASIA
20600775317,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20600805780,,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES OTRAS ASOCIACIONES NO CLASIFICADO PREVIAMENTE,26,26,MOQUEGUA,ILO,ILO
20600851307,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS DE VENTA AL POR MENOR,26,26,LIMA,LIMA,BREÑA
20600855299,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ELABORACION PRODUCTOS DE PANADERIA,26,26,LIMA,LIMA,SAN MARTIN DE PORRES
20600927516,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA ALIMENTOS BEBIDAS TABACO,26,26,LIMA,LIMA,SANTA ANITA
20601058937,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EDUCACION DE ADULTOS Y OTROS,26,26,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20601070961,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,FABRICACION DE PRODUCTOS METALICOS DE USO ESTRUCTURAL,26,26,LIMA,LIMA,LIMA
20601087813,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS INDUSTRIAS MANUFACTURERAS NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,SAN JUAN DE MIRAFLORES
20601113814,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,LIMA,LIMA,SAN MARTIN DE PORRES
20601130191,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,26,26,ANCASH,HUARAZ,HUARAZ
20601183588,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OBTENCION Y DOTACION PERSONAL,26,26,CAJAMARCA,CAJAMARCA,CAJAMARCA
20601214874,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CULTIVO DE FRUTAS,26,26,ICA,NASCA,NASCA
20601220939,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA ARTICULOS DE FERRETERIA,26,26,LIMA,HUAROCHIRI,SAN ANTONIO
20601225175,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EDUCACION DE ADULTOS Y OTROS,26,26,LIMA,LIMA,LIMA
20601296820,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE ESPARCIMIENTO,26,26,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20601331463,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE ENTRETENIMIENTO NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,MIRAFLORES
20601370621,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE TRANSPORTES,26,26,LIMA,LIMA,MIRAFLORES
20601373701,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES FINANCIERAS PLANES DE SEGUROS Y PENSIONES,26,26,LIMA,LIMA,SAN ISIDRO
20601380260,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,INVESTIGACION DE MERCADOS,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20601404479,,ACTIVO,HABIDO,ASOCIACION,OTRAS ACTIVIDADES DE TIPO SERVICIO NO CLASIFICADO PREVIAMENTE,26,26,CAJAMARCA,CAJAMARCA,CAJAMARCA
20601408237,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20601451647,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,26,26,LIMA,CAÑETE,MALA
20601457297,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ENSAYOS Y ANALISIS TECNICOS,26,26,CAJAMARCA,CAJAMARCA,CAJAMARCA
20601474485,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,INVESTIGACION DE MERCADOS,26,26,LIMA,LIMA,SAN ISIDRO
20601475708,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ALQUILER DE EQUIPO DE TRANSPORTE VIA TERRESTRE,26,26,AREQUIPA,AREQUIPA,MIRAFLORES
20601493030,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,LURIN
20601498902,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES VETERINARIAS,26,26,LIMA,LIMA,JESUS MARIA
20601498970,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES DE CONTABILIDAD,26,26,LIMA,LIMA,LIMA
20601549086,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,26,26,LIMA,LIMA,SAN ISIDRO
20601590825,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,SAN ISIDRO
20601593751,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA PARTES PIEZAS ACCESORIOS,26,26,LIMA,LIMA,MAGDALENA DEL MAR
20601595053,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,LA MOLINA
20601612691,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,AREQUIPA,AREQUIPA,CAYMA
20601623391,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,26,26,JUNIN,HUANCAYO,EL TAMBO
20601748909,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS METALICOS DE USO ESTRUCTURAL,26,26,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
20601784531,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES VETERINARIAS,26,26,LIMA,LIMA,LINCE
20601800838,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION Y REPARACION DE BUQUES,26,26,LIMA,LIMA,MIRAFLORES
20601801559,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,26,26,AREQUIPA,AREQUIPA,LA JOYA
20601808405,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA
20601809045,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20601817293,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES RELACIONADAS CON SALUD HUMANA,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20601825458,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,LIMA,LIMA,LURIGANCHO
20601849942,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS POR RETRIBUCION,26,26,LIMA,LIMA,LA VICTORIA
20601850185,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACONDICIONAMINTO DE EDIFICIOS,26,26,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,VENTANILLA
20601933978,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS DE HIERRO Y ACERO,26,26,LIMA,LIMA,LOS OLIVOS
20602055095,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EXTRACCION DE MINERAL METALIFEROS NO FERROSOS,26,26,CAJAMARCA,CAJABAMBA,CACHACHI
20602056610,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,26,26,LORETO,ALTO AMAZONAS,YURIMAGUAS
20602106277,,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20602127908,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALQUILER OTROS TIPOS MAQUINARIA Y EQUIPO NO CLASIFICADO PREVIAMENTE,26,26,PIURA,PAITA,LA HUACA
20602160557,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS INTERMEDIACION MONETARIA,26,26,LIMA,LIMA,LA VICTORIA
20602197400,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,26,26,LIMA,LIMA,VILLA EL SALVADOR
20602290078,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,SERVICIOS AGRICOLAS GANADERAS,26,26,LA LIBERTAD,TRUJILLO,TRUJILLO
20602319751,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,LIMA,LIMA,LIMA
20602340547,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ALQUILER OTROS TIPOS MAQUINARIA Y EQUIPO NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,SAN ISIDRO
20602360009,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,PIURA,PIURA,PIURA
20602385044,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,LIMA,LIMA,LA MOLINA
20602621945,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES RELACIONADAS CON SALUD HUMANA,26,26,LIMA,LIMA,VILLA EL SALVADOR
20602632114,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,26,26,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA
20602665110,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,26,26,LIMA,LIMA,SAN JUAN DE LURIGANCHO
20602710115,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HOTELES CAMPAMENTOS Y OTROS,26,26,CUSCO,CALCA,CALCA
20602721818,,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES OTRAS ASOCIACIONES NO CLASIFICADO PREVIAMENTE,26,26,AREQUIPA,AREQUIPA,CERRO COLORADO
20602736017,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS POR RETRIBUCION,26,26,LIMA,LIMA,SAN ISIDRO
20602799205,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,26,26,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
20602843760,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA PRIMARIA,26,26,AREQUIPA,AREQUIPA,AREQUIPA
20602853617,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LA LIBERTAD,TRUJILLO,TRUJILLO
20602867286,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,26,26,LIMA,LIMA,LIMA
20603033206,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTRAS INDUSTRIAS MANUFACTURERAS NO CLASIFICADO PREVIAMENTE,26,26,AREQUIPA,AREQUIPA,CERRO COLORADO
20603064659,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,26,26,LIMA,LIMA,MIRAFLORES
20603066538,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS,26,26,LIMA,LIMA,VILLA EL SALVADOR
20603099681,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,RESTAURANTES BARES Y CANTINAS,26,26,LA LIBERTAD,TRUJILLO,TRUJILLO
20603183054,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,PREPARACION Y TEJIDO DE FIBRAS TEXTILES,26,26,LIMA,LIMA,LURIN
20603193246,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,APURIMAC,COTABAMBAS,CHALLHUAHUACHO
20603272197,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION,26,26,LIMA,LIMA,SAN BORJA
20603389183,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,HUANUCO,HUANUCO,AMARILIS
20603411383,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES INMOBILIARIAS,26,26,LIMA,LIMA,MIRAFLORES
20603470045,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,26,26,LIMA,LIMA,ATE
20603492154,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,26,26,LA LIBERTAD,TRUJILLO,TRUJILLO
20603530820,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE INFORMATICA,26,26,LIMA,LIMA,MIRAFLORES
20603555008,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS DE PLASTICOS,26,26,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO
20603668520,,ACTIVO,HABIDO,COOPERATIVAS SAIS CAPITAL SOCIAL,OTROS TIPOS INTERMEDIACION MONETARIA,26,26,LIMA,LIMA,LINCE
20603685831,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACONDICIONAMINTO DE EDIFICIOS,26,26,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
20603689152,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,26,26,LIMA,LIMA,CHORRILLOS
20603794568,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,26,26,LIMA,LIMA,MAGDALENA DEL MAR
20603880804,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CONSTRUCCION EDIFICIOS COMPLETOS,26,26,LIMA,LIMA,LOS OLIVOS
20603902506,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,SANTA ANITA
20603916353,,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA SECUNDARIA FORMACION GENERAL,26,26,LA LIBERTAD,TRUJILLO,EL PORVENIR
20603959681,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,REPARACION DE EFECTOS PERSONALES,26,26,LIMA,LIMA,CHORRILLOS
20604106509,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,26,26,LIMA,LIMA,RIMAC
20604235961,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,26,26,LIMA,LIMA,COMAS
20604296782,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,26,26,LIMA,LIMA,SANTIAGO DE SURCO
20604360871,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES DE ESPARCIMIENTO,26,26,LIMA,LIMA,JESUS MARIA
20604412481,,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES,26,26,LIMA,LIMA,CIENEGUILLA
20604497338,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ENSEÑANZA PRIMARIA,26,26,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
20604576459,,ACTIVO,HABIDO,EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,26,26,AREQUIPA,AREQUIPA,CAYMA
